id,group_id,user_id,role,created_at,updated_at
41,6,41,user,2019-03-03 16:18:03,2019-03-04 16:18:03
42,6,42,user,2019-03-04 16:18:03,2019-03-05 16:18:03
43,6,43,user,2019-03-05 16:18:03,2019-03-06 16:18:03
44,6,44,user,2019-03-06 16:18:03,2019-03-07 16:18:03
45,6,45,user,2019-03-07 16:18:03,2019-03-08 16:18:03
46,6,46,user,2019-03-08 16:18:03,2019-03-09 16:18:03
47,6,47,user,2019-03-09 16:18:03,2019-03-10 16:18:03
48,6,48,user,2019-03-10 16:18:03,2019-03-11 16:18:03
49,6,49,user,2019-03-11 16:18:03,2019-03-12 16:18:03
50,6,50,user,2019-03-12 16:18:03,2019-03-13 16:18:03
51,6,51,user,2019-03-13 16:18:03,2019-03-14 16:18:03
52,6,52,user,2019-03-14 16:18:03,2019-03-15 16:18:03
53,6,53,user,2019-03-15 16:18:03,2019-03-16 16:18:03
54,6,54,user,2019-03-16 16:18:03,2019-03-17 16:18:03
55,6,55,user,2019-03-17 16:18:03,2019-03-18 16:18:03
56,6,56,user,2019-03-18 16:18:03,2019-03-19 16:18:03
57,6,57,user,2019-03-19 16:18:03,2019-03-20 16:18:03
58,6,58,user,2019-03-20 16:18:03,2019-03-21 16:18:03
59,6,59,user,2019-03-21 16:18:03,2019-03-22 16:18:03
60,6,60,user,2019-03-22 16:18:03,2019-03-23 16:18:03
61,6,61,user,2019-03-23 16:18:03,2019-03-24 16:18:03
62,6,62,user,2019-03-24 16:18:03,2019-03-25 16:18:03
63,6,63,user,2019-03-25 16:18:03,2019-03-26 16:18:03
64,6,64,user,2019-03-26 16:18:03,2019-03-27 16:18:03
65,6,65,user,2019-03-27 16:18:03,2019-03-28 16:18:03
66,6,66,user,2019-03-28 16:18:03,2019-03-29 16:18:03
67,6,67,user,2019-03-29 16:18:03,2019-03-30 16:18:03
68,6,68,user,2019-03-30 16:18:03,2019-03-31 16:18:03
69,6,69,user,2019-03-31 16:18:03,2019-04-01 16:18:03
70,6,70,user,2019-04-01 16:18:03,2019-04-02 16:18:03
71,6,71,user,2019-04-02 16:18:03,2019-04-03 16:18:03
72,6,72,user,2019-04-03 16:18:03,2019-04-04 16:18:03
73,6,73,user,2019-04-04 16:18:03,2019-04-05 16:18:03
74,6,74,user,2019-04-05 16:18:03,2019-04-06 16:18:03
75,6,75,user,2019-04-06 16:18:03,2019-04-07 16:18:03
76,6,76,user,2019-04-07 16:18:03,2019-04-08 16:18:03
77,6,77,user,2019-04-08 16:18:03,2019-04-09 16:18:03
78,6,78,user,2019-04-09 16:18:03,2019-04-10 16:18:03
79,6,79,user,2019-04-10 16:18:03,2019-04-11 16:18:03
80,6,80,user,2019-04-11 16:18:03,2019-04-12 16:18:03
81,6,81,user,2019-04-12 16:18:03,2019-04-13 16:18:03
82,6,82,user,2019-04-13 16:18:03,2019-04-14 16:18:03
83,6,83,user,2019-04-14 16:18:03,2019-04-15 16:18:03
84,6,84,user,2019-04-15 16:18:03,2019-04-16 16:18:03
85,6,85,user,2019-04-16 16:18:03,2019-04-17 16:18:03
86,6,86,user,2019-04-17 16:18:03,2019-04-18 16:18:03
87,6,87,user,2019-04-18 16:18:03,2019-04-19 16:18:03
88,6,88,user,2019-04-19 16:18:03,2019-04-20 16:18:03
89,6,89,user,2019-04-20 16:18:03,2019-04-21 16:18:03
90,6,90,user,2019-04-21 16:18:03,2019-04-22 16:18:03
91,6,91,user,2019-04-22 16:18:03,2019-04-23 16:18:03
92,6,92,user,2019-04-23 16:18:03,2019-04-24 16:18:03
93,6,93,user,2019-04-24 16:18:03,2019-04-25 16:18:03
94,6,94,user,2019-04-25 16:18:03,2019-04-26 16:18:03
95,6,95,user,2019-04-26 16:18:03,2019-04-27 16:18:03
96,6,96,user,2019-04-27 16:18:03,2019-04-28 16:18:03
97,6,97,user,2019-04-28 16:18:03,2019-04-29 16:18:03
98,6,98,user,2019-04-29 16:18:03,2019-04-30 16:18:03
99,6,99,user,2019-04-30 16:18:03,2019-05-01 16:18:03
100,6,100,user,2019-05-01 16:18:03,2019-05-02 16:18:03
101,6,101,user,2019-05-02 16:18:03,2019-05-03 16:18:03
102,6,102,user,2019-05-03 16:18:03,2019-05-04 16:18:03
103,6,103,user,2019-05-04 16:18:03,2019-05-05 16:18:03
104,6,104,user,2019-05-05 16:18:03,2019-05-06 16:18:03
105,6,105,user,2019-05-06 16:18:03,2019-05-07 16:18:03
106,6,106,user,2019-05-07 16:18:03,2019-05-08 16:18:03
107,6,107,user,2019-05-08 16:18:03,2019-05-09 16:18:03
108,6,108,user,2019-05-09 16:18:03,2019-05-10 16:18:03
109,6,109,user,2019-05-10 16:18:03,2019-05-11 16:18:03
110,6,110,user,2019-05-11 16:18:03,2019-05-12 16:18:03
111,6,111,user,2019-05-12 16:18:03,2019-05-13 16:18:03
112,6,112,user,2019-05-13 16:18:03,2019-05-14 16:18:03
113,6,113,user,2019-05-14 16:18:03,2019-05-15 16:18:03
114,6,114,user,2019-05-15 16:18:03,2019-05-16 16:18:03
115,6,115,user,2019-05-16 16:18:03,2019-05-17 16:18:03
116,6,116,user,2019-05-17 16:18:03,2019-05-18 16:18:03
117,6,117,user,2019-05-18 16:18:03,2019-05-19 16:18:03
118,6,118,user,2019-05-19 16:18:03,2019-05-20 16:18:03
119,6,119,user,2019-05-20 16:18:03,2019-05-21 16:18:03
120,6,120,user,2019-05-21 16:18:03,2019-05-22 16:18:03
121,6,121,user,2019-05-22 16:18:03,2019-05-23 16:18:03
122,6,122,user,2019-05-23 16:18:03,2019-05-24 16:18:03
123,6,123,user,2019-05-24 16:18:03,2019-05-25 16:18:03
124,6,124,user,2019-05-25 16:18:03,2019-05-26 16:18:03
125,6,125,user,2019-05-26 16:18:03,2019-05-27 16:18:03
126,6,126,user,2019-05-27 16:18:03,2019-05-28 16:18:03
127,6,127,user,2019-05-28 16:18:03,2019-05-29 16:18:03
128,6,128,user,2019-05-29 16:18:03,2019-05-30 16:18:03
129,6,129,user,2019-05-30 16:18:03,2019-05-31 16:18:03
130,6,130,user,2019-05-31 16:18:03,2019-06-01 16:18:03
131,6,131,user,2019-06-01 16:18:03,2019-06-02 16:18:03
132,6,132,user,2019-06-02 16:18:03,2019-06-03 16:18:03
133,6,133,user,2019-06-03 16:18:03,2019-06-04 16:18:03
134,6,134,user,2019-06-04 16:18:03,2019-06-05 16:18:03
135,6,135,user,2019-06-05 16:18:03,2019-06-06 16:18:03
136,6,136,user,2019-06-06 16:18:03,2019-06-07 16:18:03
137,6,137,user,2019-06-07 16:18:03,2019-06-08 16:18:03
138,6,138,user,2019-06-08 16:18:03,2019-06-09 16:18:03
139,6,139,user,2019-06-09 16:18:03,2019-06-10 16:18:03
140,6,140,user,2019-06-10 16:18:03,2019-06-11 16:18:03
141,6,141,user,2019-06-11 16:18:03,2019-06-12 16:18:03
142,6,142,user,2019-06-12 16:18:03,2019-06-13 16:18:03
143,6,143,user,2019-06-13 16:18:03,2019-06-14 16:18:03
144,6,144,user,2019-06-14 16:18:03,2019-06-15 16:18:03
145,6,145,user,2019-06-15 16:18:03,2019-06-16 16:18:03
146,6,146,user,2019-06-16 16:18:03,2019-06-17 16:18:03
147,6,147,user,2019-06-17 16:18:03,2019-06-18 16:18:03
148,6,148,user,2019-06-18 16:18:03,2019-06-19 16:18:03
149,6,149,user,2019-06-19 16:18:03,2019-06-20 16:18:03
150,6,150,user,2019-06-20 16:18:03,2019-06-21 16:18:03
151,6,151,user,2019-06-21 16:18:03,2019-06-22 16:18:03
152,6,152,user,2019-06-22 16:18:03,2019-06-23 16:18:03
153,6,153,user,2019-06-23 16:18:03,2019-06-24 16:18:03
154,6,154,user,2019-06-24 16:18:03,2019-06-25 16:18:03
155,6,155,user,2019-06-25 16:18:03,2019-06-26 16:18:03
156,6,156,user,2019-06-26 16:18:03,2019-06-27 16:18:03
157,6,157,user,2019-06-27 16:18:03,2019-06-28 16:18:03
158,6,158,user,2019-06-28 16:18:03,2019-06-29 16:18:03
159,6,159,user,2019-06-29 16:18:03,2019-06-30 16:18:03
160,6,160,user,2019-06-30 16:18:03,2019-07-01 16:18:03
161,6,161,user,2019-07-01 16:18:03,2019-07-02 16:18:03
162,6,162,user,2019-07-02 16:18:03,2019-07-03 16:18:03
163,6,163,user,2019-07-03 16:18:03,2019-07-04 16:18:03
164,6,164,user,2019-07-04 16:18:03,2019-07-05 16:18:03
165,6,165,user,2019-07-05 16:18:03,2019-07-06 16:18:03
166,6,166,user,2019-07-06 16:18:03,2019-07-07 16:18:03
167,6,167,user,2019-07-07 16:18:03,2019-07-08 16:18:03
168,6,168,user,2019-07-08 16:18:03,2019-07-09 16:18:03
169,6,169,user,2019-07-09 16:18:03,2019-07-10 16:18:03
170,6,170,user,2019-07-10 16:18:03,2019-07-11 16:18:03
171,6,171,user,2019-07-11 16:18:03,2019-07-12 16:18:03
172,6,172,user,2019-07-12 16:18:03,2019-07-13 16:18:03
173,6,173,user,2019-07-13 16:18:03,2019-07-14 16:18:03
174,6,174,user,2019-07-14 16:18:03,2019-07-15 16:18:03
175,6,175,user,2019-07-15 16:18:03,2019-07-16 16:18:03
176,6,176,user,2019-07-16 16:18:03,2019-07-17 16:18:03
177,6,177,user,2019-07-17 16:18:03,2019-07-18 16:18:03
178,6,178,user,2019-07-18 16:18:03,2019-07-19 16:18:03
179,6,179,user,2019-07-19 16:18:03,2019-07-20 16:18:03
180,6,180,user,2019-07-20 16:18:03,2019-07-21 16:18:03
181,6,181,user,2019-07-21 16:18:03,2019-07-22 16:18:03
182,6,182,user,2019-07-22 16:18:03,2019-07-23 16:18:03
183,6,183,user,2019-07-23 16:18:03,2019-07-24 16:18:03
184,6,184,user,2019-07-24 16:18:03,2019-07-25 16:18:03
185,6,185,user,2019-07-25 16:18:03,2019-07-26 16:18:03
186,6,186,user,2019-07-26 16:18:03,2019-07-27 16:18:03
187,6,187,user,2019-07-27 16:18:03,2019-07-28 16:18:03
188,6,188,user,2019-07-28 16:18:03,2019-07-29 16:18:03
