id,shopping_bag_id,user_id,clinic_id,store_id,product_provider_id,profile_id,"details",orderable_id,"orderable_type",quantity,priority,state,"deleted_at","created_at","updated_at"
32,15,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:17:46","2020-03-10 13:25:43"
33,16,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:18:05","2020-03-10 13:25:43"
34,16,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:18:05","2020-03-10 13:25:43"
35,17,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:18:32","2020-03-10 13:25:43"
36,17,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:18:32","2020-03-10 13:25:43"
37,18,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:18:56","2020-03-10 13:25:43"
38,18,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:18:56","2020-03-10 13:25:43"
39,19,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:21:09","2020-03-10 13:25:43"
40,19,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:21:09","2020-03-10 13:25:43"
41,20,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:21:37","2020-03-10 13:25:43"
42,20,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:21:37","2020-03-10 13:25:43"
43,21,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:22:34","2020-03-10 13:25:43"
44,21,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:22:34","2020-03-10 13:25:43"
45,22,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:22:54","2020-03-10 13:25:43"
46,22,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:22:54","2020-03-10 13:25:43"
47,23,1,13,,26,,,8,"App\Product",1,3,1,,"2018-08-29 14:23:54","2020-03-10 13:25:43"
48,23,1,13,,27,,,9,"App\Product",1,3,1,,"2018-08-29 14:23:54","2020-03-10 13:25:43"
49,24,1,13,,26,,,8,"App\Product",1,3,1,,"2018-08-29 14:24:28","2020-03-10 13:25:43"
50,24,1,13,,27,,,9,"App\Product",1,3,1,,"2018-08-29 14:24:28","2020-03-10 13:25:43"
51,25,1,13,,26,,,8,"App\Product",1,3,1,,"2018-08-29 14:25:01","2020-03-10 13:25:43"
52,25,1,13,,27,,,9,"App\Product",1,3,1,,"2018-08-29 14:25:01","2020-03-10 13:25:43"
53,26,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:27:07","2020-03-10 13:25:43"
54,26,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:27:07","2020-03-10 13:25:43"
55,27,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:27:47","2020-03-10 13:25:43"
56,27,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:27:47","2020-03-10 13:25:43"
57,28,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:28:25","2020-03-10 13:25:43"
58,28,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:28:25","2020-03-10 13:25:43"
59,29,1,13,,32,259,,14,"App\Product",1,3,1,,"2018-08-29 14:29:06","2020-03-10 13:25:43"
60,29,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:29:06","2020-03-10 13:25:43"
61,30,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:29:29","2020-03-10 13:25:43"
62,30,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:29:29","2020-03-10 13:25:43"
63,31,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:32:05","2020-03-10 13:25:43"
64,31,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:32:05","2020-03-10 13:25:43"
65,32,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:32:17","2020-03-10 13:25:43"
66,32,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:32:17","2020-03-10 13:25:43"
67,33,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:32:39","2020-03-10 13:25:43"
68,33,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:32:39","2020-03-10 13:25:43"
69,34,1,13,,32,266,,14,"App\Product",1,3,1,,"2018-08-29 14:33:23","2020-03-10 13:25:43"
70,34,1,13,,32,259,,14,"App\Product",1,3,1,,"2018-08-29 14:33:23","2020-03-10 13:25:43"
71,34,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:33:23","2020-03-10 13:25:43"
72,35,1,13,,32,264,,14,"App\Product",1,3,1,,"2018-08-29 14:34:39","2020-03-10 13:25:43"
73,35,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:34:39","2020-03-10 13:25:43"
74,35,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:34:39","2020-03-10 13:25:43"
75,36,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:35:48","2020-03-10 13:25:43"
76,36,1,13,,32,264,,14,"App\Product",1,3,1,,"2018-08-29 14:35:48","2020-03-10 13:25:43"
77,36,1,13,,32,255,,14,"App\Product",1,3,1,,"2018-08-29 14:35:48","2020-03-10 13:25:43"
78,37,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:35:57","2020-03-10 13:25:43"
79,37,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:35:57","2020-03-10 13:25:43"
80,38,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:37:01","2020-03-10 13:25:43"
81,38,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:37:01","2020-03-10 13:25:43"
82,39,1,13,,3,,,3,"App\Product",1,3,1,,"2018-08-29 14:37:26","2020-03-10 13:25:43"
83,39,1,13,,4,,,4,"App\Product",1,3,1,,"2018-08-29 14:37:26","2020-03-10 13:25:43"
84,39,1,13,,26,,,8,"App\Product",1,3,1,,"2018-08-29 14:37:26","2020-03-10 13:25:43"
85,40,1,13,,32,259,,14,"App\Product",1,3,1,,"2018-08-29 14:38:27","2020-03-10 13:25:43"
86,40,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:38:27","2020-03-10 13:25:43"
87,41,1,13,,32,259,,14,"App\Product",1,3,1,,"2018-08-29 14:38:45","2020-03-10 13:25:43"
88,41,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:38:45","2020-03-10 13:25:43"
89,42,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:39:15","2020-03-10 13:25:43"
90,42,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:39:15","2020-03-10 13:25:43"
91,43,1,13,,1,,,1,"App\Product",1,3,1,,"2018-08-29 14:39:28","2020-03-10 13:25:43"
92,43,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:39:28","2020-03-10 13:25:43"
93,43,1,13,,26,,,8,"App\Product",1,3,1,,"2018-08-29 14:39:28","2020-03-10 13:25:43"
94,43,1,13,,32,264,,14,"App\Product",1,3,1,,"2018-08-29 14:39:28","2020-03-10 13:25:43"
95,43,1,13,,32,259,,14,"App\Product",1,3,1,,"2018-08-29 14:39:28","2020-03-10 13:25:43"
96,43,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:39:28","2020-03-10 13:25:43"
97,44,1,13,,2,,,2,"App\Product",1,3,1,,"2018-08-29 14:40:01","2020-03-10 13:25:43"
98,44,1,13,,26,,,8,"App\Product",1,3,1,,"2018-08-29 14:40:01","2020-03-10 13:25:43"
99,45,1,13,,32,264,,14,"App\Product",1,3,1,,"2018-08-29 14:40:17","2020-03-10 13:25:43"
100,45,1,13,,32,254,,14,"App\Product",1,3,1,,"2018-08-29 14:40:17","2020-03-10 13:25:43"
101,45,1,13,,32,252,,14,"App\Product",1,3,1,,"2018-08-29 14:40:17","2020-03-10 13:25:43"
102,45,1,13,,32,258,,14,"App\Product",1,3,1,,"2018-08-29 14:40:17","2020-03-10 13:25:43"
103,47,1,13,,33,,,15,"App\Product",1,3,1,,"2018-08-29 14:58:25","2020-03-10 13:25:43"
104,47,1,13,,33,,,15,"App\Product",1,3,1,,"2018-08-29 14:58:25","2020-03-10 13:25:43"
105,50,1,13,,33,,"Auxiliar clinica",15,"App\Product",1,3,1,,"2018-08-29 15:01:05","2020-03-10 13:25:43"
106,50,1,13,,33,,"Dm",15,"App\Product",1,3,1,,"2018-08-29 15:01:05","2020-03-10 13:25:43"
107,51,1,13,,33,,"General",15,"App\Product",1,3,1,,"2018-08-29 15:02:20","2020-03-10 13:25:43"
108,51,1,13,,33,,"Auxiliar clinica",15,"App\Product",1,3,1,,"2018-08-29 15:02:20","2020-03-10 13:25:43"
109,51,1,13,,33,,"Director clinica",15,"App\Product",1,3,1,,"2018-08-29 15:02:20","2020-03-10 13:25:43"
110,52,1,13,,33,,"General",15,"App\Product",1,3,1,,"2018-08-29 15:23:55","2020-03-10 13:25:43"
111,52,1,13,,33,,"Director clinica",15,"App\Product",1,3,1,,"2018-08-29 15:23:55","2020-03-10 13:25:43"
112,53,1,96,,33,,"Director clinica",15,"App\Product",1,3,1,,"2018-08-29 15:26:22","2020-03-10 13:25:43"
113,53,1,96,,33,,"Higienista",15,"App\Product",1,3,1,,"2018-08-29 15:26:22","2020-03-10 13:25:43"
114,54,1,17,,32,314,,14,"App\Product",1,3,1,,"2018-08-29 15:27:36","2020-03-10 13:25:43"
115,54,1,17,,32,311,,14,"App\Product",1,3,1,,"2018-08-29 15:27:36","2020-03-10 13:25:43"
116,54,1,17,,33,,"General",15,"App\Product",1,3,1,,"2018-08-29 15:27:36","2020-03-10 13:25:43"
117,55,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
118,55,1,17,,3,,,3,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
119,55,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
120,55,1,17,,27,,,9,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
121,55,1,17,,32,303,,14,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
122,55,1,17,,32,307,,14,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
123,55,1,17,,32,308,,14,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
124,55,1,17,,33,,"Auxiliar clinica",15,"App\Product",1,3,1,,"2018-08-29 15:27:48","2020-03-10 13:25:43"
125,56,1,17,,33,,"Director clinica",15,"App\Product",1,3,1,,"2018-08-29 15:37:31","2020-03-10 13:25:43"
126,56,1,17,,33,,"Higienista",15,"App\Product",1,3,1,,"2018-08-29 15:37:31","2020-03-10 13:25:43"
127,57,1,17,,33,,"Director clinica",15,"App\Product",1,3,1,,"2018-08-29 15:37:55","2020-03-10 13:25:43"
128,57,1,17,,33,,"Higienista",15,"App\Product",1,3,1,,"2018-08-29 15:37:55","2020-03-10 13:25:43"
129,58,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:46:57","2020-03-10 13:25:43"
130,58,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:46:57","2020-03-10 13:25:43"
131,59,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:47:37","2020-03-10 13:25:43"
132,59,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:47:37","2020-03-10 13:25:43"
133,60,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:48:17","2020-03-10 13:25:44"
134,60,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:48:17","2020-03-10 13:25:44"
135,61,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:49:49","2020-03-10 13:25:44"
136,61,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:49:49","2020-03-10 13:25:44"
137,62,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:52:30","2020-03-10 13:25:44"
138,62,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:52:30","2020-03-10 13:25:44"
139,63,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:53:42","2020-03-10 13:25:44"
140,63,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:53:42","2020-03-10 13:25:44"
141,64,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:54:43","2020-03-10 13:25:44"
142,64,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:54:43","2020-03-10 13:25:44"
143,65,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:55:43","2020-03-10 13:25:44"
144,65,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:55:43","2020-03-10 13:25:44"
145,66,1,17,,2,,,2,"App\Product",1,3,1,,"2018-08-29 15:56:32","2020-03-10 13:25:44"
146,66,1,17,,26,,,8,"App\Product",1,3,1,,"2018-08-29 15:56:32","2020-03-10 13:25:44"
147,67,1,9,,2,,,2,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
148,67,1,9,,26,,,8,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
149,67,1,9,,27,,,9,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
150,67,1,9,,32,186,,14,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
151,67,1,9,,32,184,,14,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
152,67,1,9,,33,,"Auxiliar clinica",15,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
153,67,1,9,,33,,"Dirección médica",15,"App\Product",1,3,1,,"2018-08-30 01:22:12","2020-03-10 13:25:44"
154,68,1,109,,1,,,1,"App\Product",1,3,1,,"2018-08-30 23:11:07","2020-03-10 13:25:44"
155,68,1,109,,26,,,8,"App\Product",1,3,1,,"2018-08-30 23:11:07","2020-03-10 13:25:44"
156,68,1,109,,28,,,10,"App\Product",1,3,1,,"2018-08-30 23:11:07","2020-03-10 13:25:44"
157,69,1,109,,1,,,1,"App\Product",1,3,1,,"2018-08-30 23:11:41","2020-03-10 13:25:44"
158,69,1,109,,26,,,8,"App\Product",1,3,1,,"2018-08-30 23:11:41","2020-03-10 13:25:44"
159,69,1,109,,28,,,10,"App\Product",1,3,1,,"2018-08-30 23:11:41","2020-03-10 13:25:44"
160,70,1,109,,28,,,10,"App\Product",1,3,1,,"2018-08-30 23:12:57","2020-03-10 13:25:44"
161,71,1,109,,2,,,2,"App\Product",1,3,1,,"2018-08-30 23:13:43","2020-03-10 13:25:44"
162,71,1,109,,3,,,3,"App\Product",1,3,1,,"2018-08-30 23:13:43","2020-03-10 13:25:44"
163,71,1,109,,26,,,8,"App\Product",1,3,1,,"2018-08-30 23:13:43","2020-03-10 13:25:44"
164,71,1,109,,27,,,9,"App\Product",1,3,1,,"2018-08-30 23:13:43","2020-03-10 13:25:44"
165,71,1,109,,28,,,10,"App\Product",1,3,1,,"2018-08-30 23:13:43","2020-03-10 13:25:44"
166,72,1,9,,34,198,,16,"App\Product",1,3,1,,"2018-08-31 00:04:16","2020-03-10 13:25:44"
167,73,1,9,,34,198,,16,"App\Product",1,3,1,,"2018-08-31 00:05:00","2020-03-10 13:25:44"
168,74,1,9,,34,3559,,16,"App\Product",1,3,1,,"2018-08-31 00:06:04","2020-03-10 13:25:44"
169,74,1,9,,34,198,,16,"App\Product",1,3,1,,"2018-08-31 00:06:04","2020-03-10 13:25:44"
170,75,1,61,,34,1147,,16,"App\Product",1,3,1,,"2018-08-31 00:07:22","2020-03-10 13:25:44"
171,75,1,61,,34,1152,,16,"App\Product",1,3,1,,"2018-08-31 00:07:22","2020-03-10 13:25:44"
172,75,1,61,,34,1154,,16,"App\Product",1,3,1,,"2018-08-31 00:07:22","2020-03-10 13:25:44"
173,75,1,61,,34,1164,,16,"App\Product",1,3,1,,"2018-08-31 00:07:22","2020-03-10 13:25:44"
174,76,1,61,,34,1152,,16,"App\Product",1,3,1,,"2018-08-31 00:08:30","2020-03-10 13:25:44"
175,76,1,61,,34,1164,,16,"App\Product",1,3,1,,"2018-08-31 00:08:30","2020-03-10 13:25:44"
176,77,1,61,,1,,,1,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
177,77,1,61,,2,,,2,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
178,77,1,61,,3,,,3,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
179,77,1,61,,25,,,7,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
180,77,1,61,,26,,,8,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
181,77,1,61,,31,,,13,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
182,77,1,61,,36,,,17,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
183,77,1,61,,32,1146,,14,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
184,77,1,61,,32,1149,,14,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
185,77,1,61,,32,1166,,14,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
186,77,1,61,,32,1155,,14,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
187,77,1,61,,32,1145,,14,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
188,77,1,61,,32,1144,,14,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
189,77,1,61,,33,,"General",15,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
190,77,1,61,,33,,"Auxiliar clinica",15,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
191,77,1,61,,33,,"Ortodoncia",15,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
192,77,1,61,,33,,"Endodoncia",15,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
193,77,1,61,,34,1147,,16,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
194,77,1,61,,34,1164,,16,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
195,77,1,61,,34,1152,,16,"App\Product",1,3,1,,"2018-08-31 00:09:26","2020-03-10 13:25:44"
196,78,1,9,,2,,,2,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
197,78,1,9,,3,,,3,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
198,78,1,9,,26,,,8,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
199,78,1,9,,27,,,9,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
200,78,1,9,,32,183,,14,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
201,78,1,9,,32,193,,14,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
202,78,1,9,,32,202,,14,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
203,78,1,9,,33,,"General",15,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
204,78,1,9,,33,,"Auxiliar clinica",15,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
205,78,1,9,,34,198,,16,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
206,78,1,9,,34,3559,,16,"App\Product",1,3,1,,"2018-08-31 20:28:10","2020-03-10 13:25:44"
207,79,1,13,,1,,,1,"App\Product",1,3,1,,"2018-09-04 18:54:53","2020-03-10 13:25:44"
208,79,1,13,,28,,,10,"App\Product",1,3,1,,"2018-09-04 18:54:53","2020-03-10 13:25:44"
209,79,1,13,,36,,,17,"App\Product",1,3,1,,"2018-09-04 18:54:53","2020-03-10 13:25:44"
210,80,1,175,,32,3568,,14,"App\Product",1,3,1,,"2018-09-05 00:30:10","2020-03-10 13:25:44"
211,80,1,175,,32,3567,,14,"App\Product",1,3,1,,"2018-09-05 00:30:10","2020-03-10 13:25:44"
212,81,1,203,,34,3301,,16,"App\Product",1,3,1,,"2018-09-05 00:34:26","2020-03-10 13:25:44"
213,82,1,45,,34,3581,,16,"App\Product",1,3,1,,"2018-09-05 00:49:53","2020-03-10 13:25:44"
214,83,1,12,,32,3582,,14,"App\Product",1,3,1,,"2018-09-05 00:54:52","2020-03-10 13:25:44"
215,84,1,175,,33,,"Endodoncia",15,"App\Product",1,3,1,,"2018-09-05 01:00:18","2020-03-10 13:25:44"
216,85,1,185,,34,2981,,16,"App\Product",1,3,1,,"2018-09-05 01:07:00","2020-03-10 13:25:44"
217,85,1,185,,34,2984,,16,"App\Product",1,3,1,,"2018-09-05 01:07:00","2020-03-10 13:25:44"
218,86,1,106,,32,3586,,14,"App\Product",1,3,1,,"2018-09-05 01:10:53","2020-03-10 13:25:44"
219,86,1,106,,32,3585,,14,"App\Product",1,3,1,,"2018-09-05 01:10:53","2020-03-10 13:25:44"
220,86,1,106,,32,3584,,14,"App\Product",1,3,1,,"2018-09-05 01:10:53","2020-03-10 13:25:44"
221,86,1,106,,32,3583,,14,"App\Product",1,3,1,,"2018-09-05 01:10:53","2020-03-10 13:25:44"
222,87,1,102,,34,3587,,16,"App\Product",1,3,1,,"2018-09-05 01:16:46","2020-03-10 13:25:44"
223,87,1,102,,34,3588,,16,"App\Product",1,3,1,,"2018-09-05 01:16:46","2020-03-10 13:25:44"
224,88,1,193,,32,3590,,14,"App\Product",1,3,1,,"2018-09-05 01:21:42","2020-03-10 13:25:44"
225,88,1,193,,32,3589,,14,"App\Product",1,3,1,,"2018-09-05 01:21:42","2020-03-10 13:25:44"
226,89,1,58,,32,3591,,14,"App\Product",1,3,1,,"2018-09-05 01:26:03","2020-03-10 13:25:44"
227,89,1,58,,32,3592,,14,"App\Product",1,3,1,,"2018-09-05 01:26:03","2020-03-10 13:25:44"
228,89,1,58,,32,3593,,14,"App\Product",1,3,1,,"2018-09-05 01:26:03","2020-03-10 13:25:44"
229,90,1,112,,32,3594,,14,"App\Product",1,3,1,,"2018-09-05 01:31:57","2020-03-10 13:25:44"
230,91,1,182,,1,,,1,"App\Product",1,3,1,,"2018-09-05 01:33:36","2020-03-10 13:25:44"
231,92,1,181,,1,,,1,"App\Product",1,3,1,,"2018-09-05 01:35:36","2020-03-10 13:25:44"
232,93,1,51,,28,,,10,"App\Product",1,3,1,,"2018-09-05 01:37:57","2020-03-10 13:25:44"
233,94,1,125,,34,1878,,16,"App\Product",1,3,1,,"2018-09-05 01:39:48","2020-03-10 13:25:44"
234,95,1,67,,34,3595,,16,"App\Product",1,3,1,,"2018-09-05 01:44:31","2020-03-10 13:25:44"
235,96,1,129,,1,,,1,"App\Product",1,3,1,,"2018-09-05 01:46:36","2020-03-10 13:25:44"
236,96,1,129,,28,,,10,"App\Product",1,3,1,,"2018-09-05 01:46:36","2020-03-10 13:25:44"
237,97,1,112,,34,3596,,16,"App\Product",1,3,1,,"2018-09-05 19:27:58","2020-03-10 13:25:44"
238,98,1,193,,1,,,1,"App\Product",1,3,1,,"2018-09-05 19:29:45","2020-03-10 13:25:44"
239,99,1,17,,34,312,,16,"App\Product",1,3,1,,"2018-09-05 19:32:00","2020-03-10 13:25:44"
240,100,1,31,,1,,,1,"App\Product",1,3,1,,"2018-09-05 20:10:14","2020-03-10 13:25:44"
241,101,1,134,,2,,,2,"App\Product",1,3,1,,"2018-09-06 03:54:17","2020-03-10 13:25:44"
